AREA,PERIMETER,NCIDAD_,NCIDAD_ID,NOME
214482.700000,2653.985000,275,458,Três Rios
228338.700000,2028.506000,276,460,Bemposta
181263.000000,2054.343000,277,461,Santa Rita de Jacutinga
319660.000000,3099.323000,278,462,Fazenda das Palmas
418001.300000,4287.938000,279,463,Paraíba do Sul
344336.500000,2741.714000,280,464,Pentagna
663514.200000,3376.348000,281,465,São José do Rio Preto
241390.700000,2379.931000,282,466,Bocaina de Minas
216511.700000,2483.006000,283,204,Bom Jardim
396649.800000,4879.821000,284,467,Paraíba do Sul
327615.700000,3802.699000,285,468,Rio das Flores
82869.590000,1444.914000,286,205,Bairro São Januário
258904.100000,2280.115000,287,469,Rapa Queijo
95271.880000,1474.614000,288,206,Fábrica Busi
505698.800000,3142.698000,289,470,Salutaris
471141.300000,2935.360000,290,207,Banquete
188173.500000,2156.458000,291,471,Engenheiro Paulo Sampaio
166243.400000,1637.936000,292,472,Abarracamento
228038.100000,1841.901000,293,473,Passa-Vinte
231747.600000,3032.511000,294,474,Taboas
600043.700000,5397.487000,295,208,Riograndina
321783.300000,2606.654000,296,633,Cambota
124507.300000,1372.588000,297,209,Doutor Elias
365038.900000,2924.411000,298,475,Werneck
60917.190000,1378.755000,299,210,São José do Ribeirão
244174.500000,2349.264000,300,634,Biquinha
5426387.000000,17492.210000,301,476,Valença
156281.900000,1668.717000,302,211,Riograndina
275885.500000,2517.364000,303,477,Santa Isabel do Rio Preto
599292.800000,6015.397000,304,478,Areal
3685385.000000,19518.060000,305,212,Conselheiro Paulino
689566.800000,3912.531000,306,479,Andrade Pinto
9973711.000000,51233.250000,307,213,Nova Friburgo
98245.720000,1351.205000,308,480,Mirantão
154036.100000,2055.816000,309,214,Barra Alegre
206196.500000,1809.757000,310,481,Inconfidência
436355.100000,2983.645000,311,482,Posse
332183.800000,2880.124000,312,215,Amparo
647856.900000,5371.850000,313,216,Bairro Paraíso
101206.700000,1506.084000,314,217,Granja Santa Fé
451400.200000,3044.069000,315,218,Campo do Coelho
339030.300000,2976.031000,316,483,Bom Sucesso
299284.200000,2428.750000,317,484,Falcão
353954.600000,2662.754000,318,485,Conservatória
494292.600000,4854.803000,319,219,Nova Suíça
128038.900000,1459.740000,320,486,Sebastião de Lacerda
230614.200000,1923.100000,321,487,Fumaça
328243.900000,2579.922000,322,488,Ribeirão de São Joaquim
283055.000000,2498.114000,323,220,Bairro Cartacione
215190.400000,2191.311000,324,221,Varginha
328017.300000,2943.730000,325,489,Cruzeiro
265635.800000,2135.291000,326,490,Paquequer Pequeno
394568.500000,4116.475000,327,222,Morro do Mosa
161799.400000,1811.430000,328,223,Morro do Mosa
357081.100000,2560.352000,329,491,Avelar
368330.800000,2855.587000,330,236,São Pedro
393710.600000,3822.896000,331,492,Secretário
101238.000000,1220.630000,332,493,Pedra Selada
803628.100000,5533.090000,333,499,Barão de Juparaná
177567.500000,2229.651000,334,496,Pedro do Rio
440303.900000,5046.287000,335,497,Secretário
166095.000000,1754.479000,336,498,Taboão
