1 , 594106 , 7.54773e+006 , 3818 , 21041.1 , 349.633 , 593859 , 7.54748e+006
2 , 622489 , 7.58443e+006 , 3302 , 8834.12 , 642.414 , 623131 , 7.58442e+006
3 , 622834 , 7.58443e+006 , 3302 , 8834.12 , 297.472 , 623131 , 7.58442e+006
4 , 644788 , 7.62792e+006 , 944 , 7605.16 , 66.1776 , 644736 , 7.62796e+006
5 , 649639 , 7.62637e+006 , 1013 , 12610.9 , 219.821 , 649421 , 7.6264e+006
6 , 649868 , 7.61379e+006 , 3032 , 2194.92 , 877.017 , 649618 , 7.61295e+006
7 , 650033 , 7.62532e+006 , 1078 , 8393.25 , 201.837 , 650176 , 7.62546e+006
8 , 657406 , 7.59917e+006 , 3140 , 2797.24 , 223.754 , 657449 , 7.59895e+006
9 , 659394 , 7.60548e+006 , 3075 , 1436.67 , 349.157 , 659678 , 7.60569e+006
10 , 659879 , 7.60794e+006 , 3057 , 5194.32 , 8.43853 , 659887 , 7.60794e+006
11 , 660826 , 7.60202e+006 , 3106 , 692.655 , 191.681 , 660684 , 7.60215e+006
12 , 662902 , 7.59979e+006 , 3125 , 1451.78 , 376.354 , 663168 , 7.60005e+006
13 , 662959 , 7.59973e+006 , 3125 , 1535.92 , 380.023 , 663227 , 7.6e+006
14 , 663131 , 7.59966e+006 , 3125 , 1622.57 , 316.242 , 663291 , 7.59994e+006
15 , 665670 , 7.59509e+006 , 3158 , 1317.49 , 541.073 , 665439 , 7.59557e+006
16 , 665804 , 7.59687e+006 , 3153 , 416.114 , 333.053 , 666106 , 7.59701e+006
17 , 666518 , 7.59643e+006 , 3153 , 998.366 , 180.596 , 666400 , 7.59657e+006
18 , 666886 , 7.5959e+006 , 3181 , 540.614 , 190.35 , 666734 , 7.59579e+006
19 , 669571 , 7.59166e+006 , 0 , 0 , 2000 , 669571 , 7.59166e+006
20 , 669952 , 7.59243e+006 , 0 , 0 , 2000 , 669952 , 7.59243e+006
21 , 670059 , 7.59166e+006 , 0 , 0 , 2000 , 670059 , 7.59166e+006
22 , 670629 , 7.59393e+006 , 3181 , 5317.42 , 104.211 , 670554 , 7.59385e+006
23 , 670971 , 7.59365e+006 , 3180 , 11426.3 , 110.363 , 671009 , 7.59354e+006
24 , 671183 , 7.59463e+006 , 3180 , 9721.58 , 633.969 , 671811 , 7.59471e+006
25 , 673230 , 7.58996e+006 , 3213 , 5814.78 , 27.3459 , 673207 , 7.58995e+006
26 , 677734 , 7.59459e+006 , 4555 , 832.454 , 43.706 , 677693 , 7.59457e+006
27 , 679190 , 7.61176e+006 , 1291 , 70.9255 , 200.479 , 679348 , 7.61164e+006
28 , 693652 , 7.62541e+006 , 1015 , 7200.95 , 16.9612 , 693669 , 7.62541e+006
29 , 702410 , 7.63736e+006 , 844 , 6592.25 , 217.382 , 702218 , 7.63726e+006
30 , 705377 , 7.61674e+006 , 1241 , 3298.13 , 481.087 , 705789 , 7.61699e+006
31 , 707516 , 7.57974e+006 , 0 , 0 , 2000 , 707516 , 7.57974e+006
32 , 710321 , 7.62511e+006 , 1080 , 527.044 , 150.528 , 710468 , 7.62514e+006
33 , 711524 , 7.66481e+006 , 354 , 7457.72 , 329.392 , 711720 , 7.66507e+006
34 , 712810 , 7.66381e+006 , 354 , 4641.58 , 1.33329 , 712811 , 7.66381e+006
35 , 715935 , 7.64236e+006 , 805 , 7822.22 , 115.578 , 716029 , 7.64229e+006
36 , 716070 , 7.63952e+006 , 805 , 4803.36 , 696.58 , 715377 , 7.63959e+006
37 , 716536 , 7.66391e+006 , 352 , 714.068 , 406.308 , 716643 , 7.66352e+006
38 , 720585 , 7.62599e+006 , 1045 , 6143.4 , 31.3299 , 720608 , 7.62601e+006
39 , 721899 , 7.64215e+006 , 711 , 3516.19 , 4.35566 , 721897 , 7.64216e+006
40 , 723443 , 7.67308e+006 , 225 , 207.277 , 71.5192 , 723392 , 7.67313e+006
41 , 724815 , 7.67411e+006 , 226 , 1245.27 , 181.049 , 724639 , 7.67406e+006
42 , 725242 , 7.68432e+006 , 145 , 2011.09 , 345.478 , 725556 , 7.68417e+006
43 , 729301 , 7.67897e+006 , 168 , 6622.7 , 26.8717 , 729280 , 7.67895e+006
44 , 734353 , 7.63401e+006 , 873 , 4209.52 , 267.219 , 734268 , 7.63376e+006
45 , 735437 , 7.63326e+006 , 873 , 2432.84 , 58.3208 , 735414 , 7.6332e+006
46 , 737182 , 7.57781e+006 , 3406 , 10152.1 , 237.429 , 737293 , 7.5776e+006
47 , 739008 , 7.6489e+006 , 604 , 2908.41 , 15.7093 , 738996 , 7.64889e+006
48 , 739975 , 7.63421e+006 , 855 , 2243.92 , 173.008 , 739977 , 7.63438e+006
49 , 740627 , 7.63346e+006 , 855 , 1442.93 , 990.778 , 739702 , 7.63381e+006
50 , 740769 , 7.63333e+006 , 855 , 566.727 , 1131.53 , 739660 , 7.63311e+006
51 , 740193 , 7.5794e+006 , 3348 , 1375.58 , 359.877 , 740315 , 7.57906e+006
52 , 741609 , 7.63163e+006 , 938 , 4057.58 , 368.13 , 741506 , 7.63127e+006
53 , 744253 , 7.6178e+006 , 1244 , 7813.27 , 355.345 , 743939 , 7.61764e+006
54 , 752928 , 7.59093e+006 , 1599 , 1819.88 , 222.161 , 752815 , 7.59074e+006
55 , 755251 , 7.59061e+006 , 1617 , 2172.54 , 11.4888 , 755257 , 7.59062e+006
56 , 767889 , 7.66331e+006 , 342 , 1586.91 , 520.572 , 768316 , 7.66361e+006
57 , 768521 , 7.66133e+006 , 401 , 1854.97 , 622.091 , 768583 , 7.66072e+006
58 , 769502 , 7.66304e+006 , 357 , 887.084 , 458.07 , 769083 , 7.66323e+006
59 , 774780 , 7.60288e+006 , 1448 , 2194.65 , 189.692 , 774919 , 7.60301e+006
60 , 809029 , 7.70766e+006 , 45 , 535.186 , 127.624 , 808961 , 7.70755e+006
61 , 546544 , 7.51224e+006 , 4265 , 138.955 , 102.934 , 546471 , 7.51217e+006
62 , 547095 , 7.51476e+006 , 4228 , 1368.66 , 32.3993 , 547076 , 7.51474e+006
63 , 550476 , 7.52641e+006 , 4050 , 4765.83 , 119.254 , 550562 , 7.52632e+006
64 , 554357 , 7.51578e+006 , 4196 , 1315.76 , 76.7498 , 554330 , 7.51585e+006
65 , 554357 , 7.51578e+006 , 4196 , 1315.76 , 76.7498 , 554330 , 7.51585e+006
66 , 556528 , 7.51544e+006 , 4277 , 6435.83 , 37.4934 , 556522 , 7.51547e+006
67 , 556528 , 7.51544e+006 , 4277 , 6435.83 , 37.4934 , 556522 , 7.51547e+006
68 , 556927 , 7.51513e+006 , 4203 , 432.8 , 288.507 , 557067 , 7.51538e+006
69 , 561510 , 7.51788e+006 , 4194 , 7154.09 , 68.3632 , 561545 , 7.51782e+006
70 , 566946 , 7.51893e+006 , 4187 , 3938 , 60.1021 , 566890 , 7.51895e+006
71 , 568184 , 7.52108e+006 , 4113 , 1310.27 , 34.1551 , 568191 , 7.52111e+006
72 , 572750 , 7.51912e+006 , 4162 , 3992.36 , 53.5935 , 572728 , 7.51907e+006
73 , 578711 , 7.51088e+006 , 4316 , 7868.46 , 158.824 , 578676 , 7.51104e+006
74 , 583187 , 7.50898e+006 , 4312 , 1057.69 , 70.1332 , 583247 , 7.50902e+006
75 , 583805 , 7.50716e+006 , 4362 , 7132.67 , 511.08 , 584316 , 7.50715e+006
