R24932, 2.93750840000000E+0005
R24934, 3.08745050000000E+0005
R24942, 3.14466130000000E+0005
R2494, 3.18631350000000E+0005
R249522, 3.15193180000000E+0005
R24952, 3.20818660000000E+0005
R24962, 3.36524160000000E+0005
R2496, 3.38251820000000E+0005
R24982, 3.21091130000000E+0005
R2498, 3.24466860000000E+0005
R24992, 3.31749030000000E+0005
R249942, 3.28317720000000E+0005
R24994, 3.29750250000000E+0005
R24996, 3.32653610000000E+0005
R24, 3.35832620000000E+0005
R25222, 1.88397000000000E+0005
R2522, 1.90311940000000E+0005
R252, 1.94780590000000E+0005
R25322, 1.81576440000000E+0005
R2532, 1.82619410000000E+0005
R25422, 1.94116400000000E+0005
R2542, 1.96469310000000E+0005
R25442, 2.04683190000000E+0005
R2544, 2.04577080000000E+0005
R25452, 2.04962590000000E+0005
R2546, 2.07042610000000E+0005
R2548, 2.09928940000000E+0005
R254, 2.13466190000000E+0005
R2552, 1.93459180000000E+0005
R25542, 2.05305350000000E+0005
R25544, 2.11537320000000E+0005
R2554, 2.11781890000000E+0005
R2556, 2.12738640000000E+0005
R25572, 2.16977730000000E+0005
R2558, 2.21407560000000E+0005
R256122, 2.32859130000000E+0005
R256124, 2.34655790000000E+0005
R25612, 2.36093220000000E+0005
R25622, 2.38342560000000E+0005
R25624, 2.44579510000000E+0005
R25626, 2.45498500000000E+0005
R2562, 2.55965180000000E+0005
R25632, 2.39736590000000E+0005
R25634, 2.41664970000000E+0005
R25642, 2.52908640000000E+0005
R25644, 2.48403660000000E+0005
R25646, 2.53174920000000E+0005
R2564, 2.53261570000000E+0005
R25652, 2.53138240000000E+0005
R256542, 2.53219900000000E+0005
R25654, 2.54228780000000E+0005
R25662, 2.64518120000000E+0005
R2566, 2.70035810000000E+0005
R2568, 2.65299300000000E+0005
R25692, 2.75347300000000E+0005
R256, 2.79880030000000E+0005
R2572, 2.27962340000000E+0005
R25822, 2.32615950000000E+0005
R2582, 2.34559800000000E+0005
R258412, 2.43737710000000E+0005
R258422, 2.47010120000000E+0005
R25842, 2.49552770000000E+0005
R25844, 2.59408570000000E+0005
R258462, 2.54108020000000E+0005
R25846, 2.53783350000000E+0005
R25848, 2.57896720000000E+0005
R2584, 2.56867250000000E+0005
R25852, 2.36718690000000E+0005
R25854, 2.43633940000000E+0005
R25856, 2.51778480000000E+0005
R25858, 2.53363770000000E+0005
R2586, 2.58810210000000E+0005
R2588, 2.60294080000000E+0005
R25892, 2.63390030000000E+0005
R25894, 2.61798910000000E+0005
R258, 2.62864260000000E+0005
R2592, 2.41007960000000E+0005
R25942, 2.39147900000000E+0005
R2594, 2.47549290000000E+0005
R2596, 2.53607360000000E+0005
R2598, 2.47110220000000E+0005
R26122, 2.59099280000000E+0005
R2612, 2.59569170000000E+0005
R26132, 2.63245640000000E+0005
R26134, 2.65275420000000E+0005
R26136, 2.65936890000000E+0005
R26138, 2.79974970000000E+0005
R2614, 2.84013470000000E+0005
R26162, 2.83877980000000E+0005
R2616, 2.91621540000000E+0005
R26172, 2.85494250000000E+0005
R26182, 2.94999160000000E+0005
R26184, 2.99344770000000E+0005
R2618, 3.01606630000000E+0005
R2622, 3.12765000000000E+0005
R262, 3.15234480000000E+0005
R2642, 3.06836570000000E+0005
R2644, 3.14314590000000E+0005
R264, 3.15901640000000E+0005
R2652, 3.15345900000000E+0005
R2654, 3.00462020000000E+0005
R2662, 3.18158430000000E+0005
R2664, 3.25800090000000E+0005
R266, 3.36700510000000E+0005
R2682, 3.35758180000000E+0005
R268, 3.40482020000000E+0005
R2692, 3.29564650000000E+0005
R2694, 3.39640800000000E+0005
R2696, 3.38442180000000E+0005
R26, 3.40629550000000E+0005
R272, 2.56781600000000E+0005
R274, 2.57390110000000E+0005
R276, 2.56480430000000E+0005
R282, 2.67620910000000E+0005
R2832, 2.59795100000000E+0005
R2834, 2.66725680000000E+0005
R28362, 2.70597770000000E+0005
R2836, 2.72958950000000E+0005
R28412, 2.73592830000000E+0005
R28414, 2.77175230000000E+0005
R28416, 2.80856670000000E+0005
R28422, 2.83598100000000E+0005
R2842, 2.84613290000000E+0005
R2844, 2.91050330000000E+0005
R2846, 2.97650430000000E+0005
R2848, 3.04220660000000E+0005
R284, 3.11401550000000E+0005
R2852, 2.75236410000000E+0005
R2854, 2.83855430000000E+0005
R286, 2.93126590000000E+0005
R288, 3.12691140000000E+0005
R2892, 3.14189760000000E+0005
R28, 3.14375430000000E+0005
R2922, 2.62747190000000E+0005
R29242, 2.72192470000000E+0005
R29244, 2.73206130000000E+0005
R2924, 2.73195270000000E+0005
R2926, 2.70409180000000E+0005
R292, 2.75218650000000E+0005
R2942, 2.70911380000000E+0005
R2944, 2.77385060000000E+0005
R2946, 2.69771890000000E+0005
R2948, 2.82144120000000E+0005
R294, 2.83587670000000E+0005
R2952, 2.67138490000000E+0005
R29532, 2.74406670000000E+0005
R2954, 2.81638520000000E+0005
R2956, 2.83102690000000E+0005
R29582, 2.94776030000000E+0005
R2958, 2.96630400000000E+0005
R2962, 2.94816690000000E+0005
R296, 2.97942860000000E+0005
R2982, 3.10272650000000E+0005
R2984, 3.13192280000000E+0005
R298, 3.16668720000000E+0005
R2992, 3.09292500000000E+0005
R2994, 3.04731720000000E+0005
R2996, 3.11357010000000E+0005
R2, 3.16609420000000E+0005
R312, 6.18875600000000E+0004
R314, 6.80564100000000E+0004
R322, 7.07714600000000E+0004
R32, 6.88101700000000E+0004
R3312, 7.14590300000000E+0004
R332, 7.43077400000000E+0004
R3332, 7.22551200000000E+0004
R3342, 7.89222300000000E+0004
R334, 7.94701600000000E+0004
R336, 7.85757500000000E+0004
R338, 8.27722200000000E+0004
R342, 9.17677100000000E+0004
R344, 9.83379000000000E+0004
R346, 1.05191040000000E+0005
R3472, 1.11099400000000E+0005
R3474, 1.14991650000000E+0005
R348, 1.21640590000000E+0005
R34, 1.23431880000000E+0005
R352, 8.90235000000000E+0004
R36, 1.04585490000000E+0005
R372, 9.53741100000000E+0004
R374, 1.02695320000000E+0005
R382, 1.02465040000000E+0005
R38, 1.09173240000000E+0005
R4122, 1.19075040000000E+0005
R4124, 1.16354100000000E+0005
R412, 1.21658240000000E+0005
R414, 1.39868770000000E+0005
R4212, 1.42881950000000E+0005
R421322, 1.45001730000000E+0005
R42132, 1.44325190000000E+0005
R42134, 1.46946890000000E+0005
R42142, 1.48166050000000E+0005
R4214, 1.46829440000000E+0005
R42152, 1.53550240000000E+0005
R42154, 1.57024930000000E+0005
R421562, 1.60197720000000E+0005
R42156, 1.59597020000000E+0005
R421622, 1.68996790000000E+0005
R42162, 1.71862350000000E+0005
R4216, 1.71541990000000E+0005
R42182, 1.69801800000000E+0005
R42184, 1.75793210000000E+0005
R4218, 1.76323990000000E+0005
R4222, 1.84777650000000E+0005
R4224, 1.94112230000000E+0005
R4226, 1.96410110000000E+0005
R422, 1.98417970000000E+0005
R4232, 1.87374360000000E+0005
R4234, 1.89409670000000E+0005
R4236, 1.91739960000000E+0005
R4238, 2.04228710000000E+0005
R42392, 2.01871770000000E+0005
R42412, 2.08620880000000E+0005
R42422, 2.23935720000000E+0005
R4242, 2.31559080000000E+0005
R4244, 2.19613180000000E+0005
R42462, 2.27575560000000E+0005
R4246, 2.28546270000000E+0005
R42482, 2.37753780000000E+0005
R4248, 2.39768830000000E+0005
R42492, 2.46988300000000E+0005
R424, 2.48177610000000E+0005
R42512, 2.06719750000000E+0005
R42514, 2.11839680000000E+0005
R4252, 2.23330770000000E+0005
R42532, 2.20987260000000E+0005
R42534, 2.28048640000000E+0005
R4254, 2.32156560000000E+0005
R4256, 2.43542810000000E+0005
R4258, 2.38732000000000E+0005
R4262, 2.45801920000000E+0005
R426, 2.53798450000000E+0005
R4272, 2.52159180000000E+0005
R4282, 2.60968950000000E+0005
R428, 2.61956540000000E+0005
R4292, 2.51158760000000E+0005
R4294, 2.56326590000000E+0005
R4296, 2.61852130000000E+0005
R42, 2.60274110000000E+0005
R432, 1.41214340000000E+0005
R4342, 1.40753230000000E+0005
R434, 1.41828460000000E+0005
R436, 1.46412230000000E+0005
R4382, 1.51226880000000E+0005
R438, 1.57838840000000E+0005
R442, 1.61521340000000E+0005
R444, 1.71539350000000E+0005
R446, 1.66352770000000E+0005
R448, 1.73795910000000E+0005
R44, 1.77808930000000E+0005
R45112, 1.54226680000000E+0005
R4512, 1.57703470000000E+0005
R4514, 1.71455110000000E+0005
R45152, 1.75262980000000E+0005
R4516, 1.83786320000000E+0005
R45182, 1.94007730000000E+0005
R4518, 1.92708850000000E+0005
R4522, 1.97411750000000E+0005
R4524, 2.02752380000000E+0005
R4526, 2.03766740000000E+0005
R452, 2.05500050000000E+0005
R4542, 2.28275250000000E+0005
R4544, 2.24349020000000E+0005
R454, 2.25300440000000E+0005
R4552, 2.17125070000000E+0005
R4554, 2.25283630000000E+0005
R45622, 2.28427480000000E+0005
R4562, 2.29465460000000E+0005
R4564, 2.34264640000000E+0005
R4566, 2.36294430000000E+0005
R456, 2.37906170000000E+0005
R4582, 2.54725070000000E+0005
R45842, 2.54402720000000E+0005
R4584, 2.55175540000000E+0005
R4586, 2.61316680000000E+0005
R458, 2.60374550000000E+0005
R462, 2.57186120000000E+0005
R4642, 2.71936940000000E+0005
R4644, 2.66392780000000E+0005
R4646, 2.70828930000000E+0005
R464, 2.73763990000000E+0005
R4662, 2.73968050000000E+0005
R466, 2.74457200000000E+0005
R46, 2.72420840000000E+0005
R472, 2.64385700000000E+0005
R482, 2.92578430000000E+0005
R484, 2.80931650000000E+0005
R4862, 2.90347970000000E+0005
R486, 2.91659620000000E+0005
R4872, 2.84289420000000E+0005
R4874, 2.86119100000000E+0005
R488, 2.94519070000000E+0005
R48, 2.96824800000000E+0005
R4912, 2.72123190000000E+0005
R4914, 2.82563050000000E+0005
R4922, 2.90775810000000E+0005
R492, 2.90642970000000E+0005
R494, 3.08007660000000E+0005
R4962, 3.11935660000000E+0005
R496, 3.11549530000000E+0005
R498, 3.19889860000000E+0005
R4992, 3.23786400000000E+0005
R4994, 3.20883490000000E+0005
R4, 3.22060890000000E+0005
R52, 1.22930250000000E+0005
R542, 1.16103260000000E+0005
R54, 1.19228820000000E+0005
R552, 1.20368000000000E+0005
R5622, 1.22583190000000E+0005
R562, 1.24294550000000E+0005
R564, 1.23242690000000E+0005
R56, 1.22090450000000E+0005
R572, 1.26518310000000E+0005
R58, 1.40817880000000E+0005
R592, 1.26715830000000E+0005
R594, 1.34868470000000E+0005
R61112, 1.40052390000000E+0005
R6112, 1.55645200000000E+0005
R61132, 1.42526890000000E+0005
R611342, 1.45822330000000E+0005
R61134, 1.53655470000000E+0005
R61142, 1.66780180000000E+0005
R61144, 1.65207980000000E+0005
R61146, 1.68874830000000E+0005
R6114, 1.69901940000000E+0005
R61152, 1.65693510000000E+0005
R61154, 1.59550690000000E+0005
R61162, 1.75320220000000E+0005
R61164, 1.80163530000000E+0005
R61166, 1.82763620000000E+0005
R61168, 1.93164540000000E+0005
R6116, 1.93399630000000E+0005
R61182, 1.64710870000000E+0005
R611842, 1.67536450000000E+0005
R61184, 1.70906480000000E+0005
R6118, 1.71458990000000E+0005
R61192, 1.72363960000000E+0005
R61194, 1.66620610000000E+0005
R61196, 1.70414470000000E+0005
R61212, 1.72117470000000E+0005
R6122, 1.77109820000000E+0005
R612422, 1.88006610000000E+0005
R61242, 1.89701030000000E+0005
R61244, 1.87778130000000E+0005
R61246, 1.86590290000000E+0005
R6124, 1.88061790000000E+0005
R6126, 1.89807800000000E+0005
R6128, 1.92713370000000E+0005
R612922, 1.91458950000000E+0005
R61292, 1.93265160000000E+0005
R61294, 1.92411160000000E+0005
R612, 1.96260130000000E+0005
R613222, 1.79514870000000E+0005
R61322, 1.82361040000000E+0005
R61324, 1.78544920000000E+0005
R61326, 1.86054540000000E+0005
R6132, 1.85132120000000E+0005
R6134, 1.80064290000000E+0005
R61362, 1.77042360000000E+0005
R6136, 1.81606810000000E+0005
R6142, 1.90885890000000E+0005
R61442, 1.96832010000000E+0005
R6144, 1.97734290000000E+0005
R61452, 1.94381560000000E+0005
R61462, 2.03739700000000E+0005
R61464, 1.99468180000000E+0005
R6146, 2.04923710000000E+0005
R61472, 2.00935900000000E+0005
R6148, 2.04693670000000E+0005
R61492, 2.11692390000000E+0005
R61494, 2.11382230000000E+0005
R614, 2.12193420000000E+0005
R61622, 1.90417610000000E+0005
R6162, 1.91543390000000E+0005
R61642, 1.92673900000000E+0005
R61644, 1.96994620000000E+0005
R6164, 2.00066660000000E+0005
R61662, 1.97843180000000E+0005
R6166, 1.97112510000000E+0005
R61672, 1.98958710000000E+0005
R6168, 2.00663270000000E+0005
R61692, 2.01380590000000E+0005
R616, 2.02558390000000E+0005
R61722, 1.94634070000000E+0005
R61724, 1.89965850000000E+0005
R6172, 1.92199800000000E+0005
R61732, 1.86148030000000E+0005
R61734, 1.98475780000000E+0005
R61736, 1.98273780000000E+0005
R61738, 2.02732190000000E+0005
R61742, 2.09962850000000E+0005
R617442, 2.12520860000000E+0005
R61744, 2.14041360000000E+0005
R6174, 2.23869110000000E+0005
R617512, 2.07943290000000E+0005
R61752, 2.13703950000000E+0005
R6175322, 2.14566720000000E+0005
R617532, 2.15558440000000E+0005
R61754, 2.22724380000000E+0005
R617562, 2.22961580000000E+0005
R61756, 2.28332960000000E+0005
R617582, 2.31077390000000E+0005
R617584, 2.27939170000000E+0005
R61758, 2.29572620000000E+0005
R61762, 2.48630120000000E+0005
R61764, 2.44832290000000E+0005
R617662, 2.55109500000000E+0005
R61766, 2.57408760000000E+0005
R617672, 2.52220290000000E+0005
R61768, 2.56111510000000E+0005
R6176, 2.62772740000000E+0005
R617722, 2.36436050000000E+0005
R61772, 2.37042540000000E+0005
R61774, 2.35706780000000E+0005
R617822, 2.51409150000000E+0005
R61782, 2.55388960000000E+0005
R61784, 2.47017140000000E+0005
R61786, 2.56892350000000E+0005
R61788, 2.52975790000000E+0005
R6178, 2.55914230000000E+0005
R61812, 2.43162500000000E+0005
R6182, 2.59231990000000E+0005
R61832, 2.59305040000000E+0005
R6184, 2.79140710000000E+0005
R61852, 2.79393340000000E+0005
R6186, 2.89645720000000E+0005
R61872, 2.82916320000000E+0005
R61882, 2.91694690000000E+0005
R6188, 2.98310490000000E+0005
R61892, 2.96879960000000E+0005
R618, 2.97260640000000E+0005
R61922, 2.58900570000000E+0005
R619242, 2.68586610000000E+0005
R61924, 2.68317040000000E+0005
R61926, 2.79371690000000E+0005
R6192, 2.78394910000000E+0005
R6194, 2.58057920000000E+0005
R6212, 2.61091210000000E+0005
R62142, 2.60398630000000E+0005
R6214, 2.63346750000000E+0005
R62162, 2.80302690000000E+0005
R6216, 2.79769530000000E+0005
R6222, 2.79779390000000E+0005
R6224, 2.92137270000000E+0005
R6226, 3.01745790000000E+0005
R622, 3.05183550000000E+0005
R6232, 2.88260970000000E+0005
R6234, 2.98261170000000E+0005
R6236, 2.88974610000000E+0005
R6238, 3.09801060000000E+0005
R62422, 3.11115450000000E+0005
R6242, 3.12164760000000E+0005
R62442, 3.17387720000000E+0005
R62444, 3.18307500000000E+0005
R6244, 3.18642590000000E+0005
R6246, 3.18600180000000E+0005
R6248, 3.24759750000000E+0005
R624, 3.30580240000000E+0005
R62522, 3.21295220000000E+0005
R6252, 3.19581740000000E+0005
R6254, 3.14776410000000E+0005
R6262, 3.15671320000000E+0005
R6264, 3.36756160000000E+0005
R6266, 3.39809970000000E+0005
R626, 3.47384010000000E+0005
R6272, 3.20897210000000E+0005
R62742, 3.31427240000000E+0005
R6274, 3.38453570000000E+0005
R6276, 3.43856030000000E+0005
R62822, 3.36252780000000E+0005
R6282, 3.40270040000000E+0005
R6284, 3.47554750000000E+0005
R6286, 3.55887060000000E+0005
R6288, 3.58000790000000E+0005
R62892, 3.59005650000000E+0005
R628, 3.62235650000000E+0005
R629222, 3.47931980000000E+0005
R62922, 3.53927340000000E+0005
R62924, 3.51913200000000E+0005
R62926, 3.56284600000000E+0005
R6292, 3.57995240000000E+0005
R62942, 3.58662430000000E+0005
R62944, 3.53931420000000E+0005
R62946, 3.59715500000000E+0005
R629472, 3.55402500000000E+0005
R62948, 3.65349660000000E+0005
R6294, 3.69906300000000E+0005
R62952, 3.61180580000000E+0005
R62954, 3.65158000000000E+0005
R629562, 3.70537950000000E+0005
R62956, 3.72650510000000E+0005
R629572, 3.72508750000000E+0005
R6295742, 3.78822670000000E+0005
R629574, 3.81579200000000E+0005
R629576, 3.80758960000000E+0005
R629582, 3.88090420000000E+0005
R62958, 3.88461130000000E+0005
R629592, 3.83794200000000E+0005
R62962, 4.00296290000000E+0005
R6296, 4.11223260000000E+0005
R62972, 3.97240150000000E+0005
R62974, 4.08327970000000E+0005
R62982, 4.18215720000000E+0005
R6298, 4.26037280000000E+0005
R629922, 4.30107550000000E+0005
R62992, 4.32029910000000E+0005
R62994, 4.29184720000000E+0005
R62, 4.33498100000000E+0005
R6322, 2.81571450000000E+0005
R632, 2.79230600000000E+0005
R634, 2.81334100000000E+0005
R6412, 2.84556450000000E+0005
R64142, 2.91939160000000E+0005
R6414, 2.91801470000000E+0005
R6416, 2.91771540000000E+0005
R64212, 3.03230820000000E+0005
R6422, 3.05434410000000E+0005
R64242, 3.11499120000000E+0005
R64244, 3.07782000000000E+0005
R6424, 3.11418650000000E+0005
R6426, 3.12457080000000E+0005
R64282, 3.24774520000000E+0005
R6428, 3.29174890000000E+0005
R64292, 3.33899830000000E+0005
R642, 3.33158550000000E+0005
R6432, 3.02521740000000E+0005
R6442, 3.12420260000000E+0005
R6444, 3.08947120000000E+0005
R6446, 3.12391200000000E+0005
R644, 3.21699470000000E+0005
R6452, 3.14409080000000E+0005
R6462, 3.31317980000000E+0005
R64642, 3.35451770000000E+0005
R6464, 3.41384840000000E+0005
R64652, 3.30668800000000E+0005
R64662, 3.28932660000000E+0005
R6466, 3.37748000000000E+0005
R64672, 3.37168980000000E+0005
R64674, 3.41892830000000E+0005
R6468, 3.52037690000000E+0005
R64692, 3.50090040000000E+0005
R646, 3.51354960000000E+0005
R6482, 3.51466730000000E+0005
R6484, 3.50368230000000E+0005
R6486, 3.53267260000000E+0005
R648, 3.51956190000000E+0005
R6492, 3.34499530000000E+0005
R64942, 3.34678020000000E+0005
R6494, 3.38292400000000E+0005
R64962, 3.39601110000000E+0005
R64964, 3.44324760000000E+0005
R6496, 3.44574310000000E+0005
R64982, 3.42268900000000E+0005
R6498, 3.42157190000000E+0005
R64992, 3.44378760000000E+0005
R64, 3.47635850000000E+0005
R6522, 2.93819280000000E+0005
R6524, 2.96628130000000E+0005
R652, 2.96929290000000E+0005
R654, 2.93313670000000E+0005
R6622, 3.06349670000000E+0005
R662, 3.08827210000000E+0005
R6632, 3.00297130000000E+0005
R66422, 3.13193370000000E+0005
R6642, 3.17614990000000E+0005
R6644, 3.21462660000000E+0005
R664, 3.21232950000000E+0005
R6652, 3.11510020000000E+0005
R666, 3.27451930000000E+0005
R6682, 3.20795920000000E+0005
R668, 3.21786900000000E+0005
R6692, 3.29309270000000E+0005
R6694, 3.32691600000000E+0005
R66, 3.33079900000000E+0005
R6722, 3.18340180000000E+0005
R672, 3.23333660000000E+0005
R674, 3.31179690000000E+0005
R6762, 3.57382160000000E+0005
R676, 3.62597200000000E+0005
R6822, 3.62706850000000E+0005
R682, 3.61960730000000E+0005
R684, 3.67276190000000E+0005
R686, 3.77721690000000E+0005
R6872, 3.75258650000000E+0005
R6874, 3.80422850000000E+0005
R688, 3.87631270000000E+0005
R6892, 4.08152080000000E+0005
R68942, 4.10900710000000E+0005
R6894, 4.11740360000000E+0005
R68952, 4.10917220000000E+0005
R6896, 4.23376760000000E+0005
R68972, 4.21551360000000E+0005
R6898, 4.30622680000000E+0005
R68, 4.34209780000000E+0005
R69222, 3.65854060000000E+0005
R6922, 3.71020900000000E+0005
R6924, 3.68757110000000E+0005
R6926, 3.69578600000000E+0005
R692, 3.73444390000000E+0005
R6942, 3.77311870000000E+0005
R69442, 3.79588600000000E+0005
R6944, 3.81724430000000E+0005
R6946, 3.84375880000000E+0005
R694, 3.91839530000000E+0005
R6952, 3.86058460000000E+0005
R69542, 3.85194890000000E+0005
R6954, 3.85626990000000E+0005
R69622, 4.06763840000000E+0005
R69624, 3.98909470000000E+0005
R69626, 4.06352750000000E+0005
R6962, 4.07108840000000E+0005
R6964, 4.02427400000000E+0005
R696, 4.03611660000000E+0005
R698222, 3.98475640000000E+0005
R69822, 4.01329090000000E+0005
R69824, 4.02050570000000E+0005
R6982, 4.04635760000000E+0005
R6984, 3.92263370000000E+0005
R6986, 4.13843940000000E+0005
R698, 4.17899100000000E+0005
R69912, 4.02126000000000E+0005
R6992, 4.09703610000000E+0005
R69942, 4.22889080000000E+0005
R69944, 4.24829730000000E+0005
R6994, 4.25975380000000E+0005
R69952, 4.15775850000000E+0005
R69954, 4.16436930000000E+0005
R69956, 4.27210230000000E+0005
R69962, 4.31707900000000E+0005
R6996, 4.33394960000000E+0005
R69982, 4.33645450000000E+0005
R6998, 4.32793230000000E+0005
R69992, 4.30639430000000E+0005
R69994, 4.32991180000000E+0005
R6, 4.32059910000000E+0005
R712, 1.35315760000000E+0005
R714, 1.41400780000000E+0005
R716, 1.39368540000000E+0005
R7182, 1.45210900000000E+0005
R7184, 1.46048470000000E+0005
R7186, 1.46564840000000E+0005
R718, 1.46509510000000E+0005
R7222, 1.53087690000000E+0005
R722, 1.61671040000000E+0005
R72422, 1.57931700000000E+0005
R7242, 1.58576710000000E+0005
R724, 1.60276590000000E+0005
R726, 1.70555480000000E+0005
R7272, 1.69850680000000E+0005
R7274, 1.85020010000000E+0005
R7276, 1.84390310000000E+0005
R7282, 1.96522700000000E+0005
R728, 1.98330450000000E+0005
R72, 2.04214040000000E+0005
R7322, 1.47934600000000E+0005
R732, 1.47516320000000E+0005
R734, 1.47324760000000E+0005
R7362, 1.51465390000000E+0005
R736, 1.54371740000000E+0005
R738, 1.57048630000000E+0005
R7392, 1.57865270000000E+0005
R74112, 1.68091110000000E+0005
R74122, 1.75336140000000E+0005
R7412, 1.75176200000000E+0005
R7414, 1.77436990000000E+0005
R74162, 1.79037580000000E+0005
R7416, 1.79011700000000E+0005
