R61144,R6114,1146, 1.65455100000000E+0004,4
R61146,R6114,1103, 1.98092700000000E+0004,4
R61152,R6,1283, 1.88109400000000E+0004,3
R61154,R6,1235, 2.00682500000000E+0004,3
R6116,R6,1242, 2.67720100000000E+0004,3
R61162,R6116,1192, 1.18772300000000E+0004,4
R61164,R6116,1062, 1.84797600000000E+0004,4
R61166,R6116,958, 2.16662000000000E+0004,4
R61168,R6116,843, 3.26999500000000E+0004,4
R6118,R6,1193, 2.71958300000000E+0004,3
R61182,R6118,1222, 4.54807999999999E+0003,4
R61184,R6118,1269, 7.28512999999998E+0003,4
R611842,R61184,1292, 1.61282999999999E+0003,5
R61192,R6,1190, 2.89038500000000E+0004,3
R61194,R6,1157, 3.23179100000000E+0004,3
R61196,R6,1128, 3.37491300000000E+0004,3
R612,R6,1119, 3.38756200000000E+0004,3
R61212,R612,1116, 3.33034000000000E+0003,4
R6122,R612,1052, 6.04981000000000E+0003,4
R6124,R612,1016, 1.07651799999999E+0004,4
R61242,R6124,960, 5.46331000000000E+0003,5
R612422,R61242,894, 6.74166000000000E+0003,6
R61244,R6124,897, 9.65525000000000E+0003,5
R61246,R6124,845, 1.13264800000000E+0004,5
R6126,R612,959, 1.79620400000000E+0004,4
R6128,R612,871, 2.03297300000000E+0004,4
R61292,R612,830, 2.47008000000000E+0004,4
R612922,R61292,776, 1.58679999999999E+0003,5
R61294,R612,777, 2.76799200000000E+0004,4
R6132,R6,1117, 3.57236100000000E+0004,3
R61322,R6132,1189, 4.89081000000000E+0003,4
R613222,R61322,1195, 4.73066000000000E+0003,5
R61324,R6132,1226, 7.72998000000001E+0003,4
R61326,R6132,1336, 1.70091500000000E+0004,4
R6134,R6,1115, 4.25995700000000E+0004,3
R6136,R6,1059, 4.29730900000000E+0004,3
R61362,R6136,1092, 2.30389999999999E+0003,4
R614,R6,1056, 4.72541800000000E+0004,3
R6142,R614,1027, 6.32892000000001E+0003,4
R6144,R614,1084, 9.75228000000000E+0003,4
R61442,R6144,1205, 8.77069000000000E+0003,5
R61452,R614,1106, 1.15823299999999E+0004,4
R6146,R614,1165, 1.72191900000000E+0004,4
R61462,R6146,1166, 8.97500000000000E+0001,5
R61464,R6146,1203, 2.27119000000000E+0003,5
R61472,R614,1175, 2.02592600000000E+0004,4
R6148,R614,1185, 2.30308000000000E+0004,4
